Price,Close
Ticker,AIZ
Date,
2004-02-05,16.976539611816406
2004-02-06,17.079639434814453
2004-02-09,16.81846046447754
2004-02-10,16.735977172851562
2004-02-11,16.667259216308594
2004-02-12,16.962791442871094
2004-02-13,16.976539611816406
2004-02-17,16.907814025878906
2004-02-18,17.457658767700195
2004-02-19,17.650104522705078
2004-02-20,17.423294067382812
2004-02-23,16.87344741821289
2004-02-24,17.045265197753906
2004-02-25,17.079639434814453
2004-02-26,17.34769058227539
2004-02-27,17.691343307495117
2004-03-01,17.732582092285156
2004-03-02,17.828798294067383
2004-03-03,17.51264190673828
2004-03-04,17.32706642150879
2004-03-05,17.560747146606445
2004-03-08,17.51264190673828
2004-03-09,17.18273162841797
2004-03-10,16.942174911499023
2004-03-11,16.63288688659668
2004-03-12,16.83908462524414
2004-03-15,16.495424270629883
2004-03-16,16.653499603271484
2004-03-17,16.54353141784668
2004-03-18,16.357959747314453
2004-03-19,16.316728591918945
2004-03-22,16.289228439331055
2004-03-23,16.495424270629883
2004-03-24,16.357959747314453
2004-03-25,16.467927932739258
2004-03-26,16.56414794921875
2004-03-29,16.749725341796875
2004-03-30,16.990276336669922
2004-03-31,17.28582191467285
2004-04-01,17.35455894470215
2004-04-02,17.333938598632812
2004-04-05,17.533266067504883
2004-04-06,17.828798294067383
2004-04-07,17.684471130371094
2004-04-08,18.021249771118164
2004-04-12,17.787565231323242
2004-04-13,17.35455894470215
2004-04-14,17.313323974609375
2004-04-15,17.35455894470215
2004-04-16,17.55388069152832
2004-04-19,17.684471130371094
2004-04-20,17.560747146606445
2004-04-21,17.3201961517334
2004-04-22,17.3201961517334
2004-04-23,17.203353881835938
2004-04-26,17.11400032043457
2004-04-27,17.299579620361328
2004-04-28,17.18273162841797
2004-04-29,16.990276336669922
2004-04-30,16.74285888671875
2004-05-03,17.18273162841797
2004-05-04,17.010900497436523
2004-05-05,16.96967124938965
2004-05-06,16.942174911499023
2004-05-07,16.56414794921875
2004-05-10,16.495424270629883
2004-05-11,16.674131393432617
2004-05-12,16.77035140991211
2004-05-13,17.175865173339844
2004-05-14,17.18273162841797
2004-05-17,16.749725341796875
2004-05-18,17.072769165039062
2004-05-19,17.010900497436523
2004-05-20,17.23147201538086
2004-05-21,17.183216094970703
2004-05-24,17.23147201538086
2004-05-25,16.990224838256836
2004-05-26,17.093610763549805
2004-05-27,16.955759048461914
2004-05-28,17.30039405822754
2004-06-01,17.341751098632812
2004-06-02,17.507169723510742
2004-06-03,17.66569709777832
2004-06-04,17.782873153686523
2004-06-07,17.61055564880371
2004-06-08,17.631235122680664
2004-06-09,17.589881896972656
2004-06-10,17.54852294921875
2004-06-14,17.54163360595703
2004-06-15,17.700164794921875
2004-06-16,17.59677505493164
2004-06-17,17.76909065246582
2004-06-18,17.47271156311035
2004-06-21,17.43824577331543
2004-06-22,17.43824577331543
2004-06-23,17.424467086791992
2004-06-24,17.54163360595703
2004-06-25,17.913835525512695
2004-06-28,18.058576583862305
2004-06-29,18.24468231201172
2004-06-30,18.182647705078125
2004-07-01,18.12750816345215
2004-07-02,17.968971252441406
2004-07-06,17.817340850830078
2004-07-07,17.92072868347168
2004-07-08,17.817340850830078
2004-07-09,17.817340850830078
2004-07-12,17.900043487548828
2004-07-13,17.92072868347168
2004-07-14,17.76909065246582
2004-07-15,17.55541229248047
2004-07-16,17.56230926513672
2004-07-19,17.61055564880371
2004-07-20,17.56230926513672
2004-07-21,17.534744262695312
2004-07-22,17.024694442749023
2004-07-23,16.74898910522461
2004-07-26,16.47328758239746
2004-07-27,16.969554901123047
2004-07-28,16.838598251342773
2004-07-29,16.81792449951172
2004-07-30,16.81792449951172
2004-08-02,17.072935104370117
2004-08-03,17.334857940673828
2004-08-04,17.26593017578125
2004-08-05,17.68637466430664
2004-08-06,17.67948341369629
2004-08-09,17.810449600219727
2004-08-10,17.886260986328125
2004-08-11,17.713953018188477
2004-08-12,17.341751098632812
2004-08-13,17.30039405822754
2004-08-16,17.43824577331543
2004-08-17,17.67948341369629
2004-08-18,17.817340850830078
2004-08-19,17.831159591674805
2004-08-20,17.831159591674805
2004-08-23,17.907184600830078
2004-08-24,17.962480545043945
2004-08-25,17.948654174804688
2004-08-26,17.865720748901367
2004-08-27,17.838069915771484
2004-08-30,18.24582862854004
2004-08-31,18.34259605407715
2004-09-01,18.473905563354492
2004-09-02,18.55684471130371
2004-09-03,18.2804012298584
2004-09-07,18.24582862854004
2004-09-08,18.225109100341797
2004-09-09,18.176733016967773
2004-09-10,18.197452545166016
2004-09-13,18.176733016967773
2004-09-14,18.314956665039062
2004-09-15,18.59140396118164
2004-09-16,18.55684471130371
2004-09-17,18.563762664794922
2004-09-20,18.377155303955078
2004-09-21,18.40480613708496
2004-09-22,18.266576766967773
2004-09-23,18.529203414916992
2004-09-24,18.384069442749023
2004-09-27,18.24582862854004
2004-09-28,18.052324295043945
2004-09-29,18.121437072753906
2004-09-30,17.96939468383789
2004-10-01,17.93482780456543
2004-10-04,18.314956665039062
2004-10-05,18.308032989501953
2004-10-06,18.314956665039062
2004-10-07,18.25965690612793
2004-10-08,18.2804012298584
2004-10-11,18.59140396118164
2004-10-12,18.764184951782227
2004-10-13,18.25965690612793
2004-10-14,17.692934036254883
2004-10-15,17.623817443847656
2004-10-18,17.858808517456055
2004-10-19,17.409576416015625
2004-10-20,17.513242721557617
2004-10-21,17.727489471435547
2004-10-22,17.727489471435547
2004-10-25,17.762054443359375
2004-10-26,18.24582862854004
2004-10-27,18.10761070251465
2004-10-28,18.314956665039062
2004-10-29,18.646697998046875
2004-11-01,18.473905563354492
2004-11-02,18.473905563354492
2004-11-03,18.34950828552246
2004-11-04,18.72962760925293
2004-11-05,19.593547821044922
2004-11-08,20.111896514892578
2004-11-09,20.167179107666016
2004-11-10,20.181007385253906
2004-11-11,20.008222579956055
2004-11-12,20.04277801513672
2004-11-15,20.070425033569336
2004-11-16,20.457462310791016
2004-11-17,20.42290496826172
2004-11-18,20.33976936340332
2004-11-19,20.263561248779297
2004-11-22,20.409046173095703
2004-11-23,20.450611114501953
2004-11-24,20.42981719970703
2004-11-26,20.42981719970703
2004-11-29,20.228927612304688
2004-11-30,20.78313636779785
2004-12-01,20.436756134033203
2004-12-02,20.693084716796875
2004-12-03,20.762351989746094
2004-12-06,20.5753116607666
2004-12-07,20.651517868041992
2004-12-08,20.817779541015625
2004-12-09,20.67229461669922
2004-12-10,20.9909725189209
2004-12-13,21.406635284423828
2004-12-14,21.47591209411621
2004-12-15,21.254230499267578
2004-12-16,21.129531860351562
2004-12-17,21.19186782836914
2004-12-20,21.371999740600586
2004-12-21,21.12259864807129
2004-12-22,20.921693801879883
2004-12-23,21.129531860351562
2004-12-27,20.921693801879883
2004-12-28,20.9909725189209
2004-12-29,20.97711944580078
2004-12-30,20.956329345703125
2004-12-31,21.164169311523438
2005-01-03,21.268085479736328
2005-01-04,20.8524227142334
2005-01-05,20.679229736328125
2005-01-06,21.198806762695312
2005-01-07,21.0463924407959
2005-01-10,20.921693801879883
2005-01-11,20.956329345703125
2005-01-12,20.769289016723633
2005-01-13,20.80392837524414
2005-01-14,21.205738067626953
2005-01-18,21.44820213317871
2005-01-19,21.13645362854004
2005-01-20,21.198806762695312
2005-01-21,21.718385696411133
2005-01-24,21.455129623413086
2005-01-25,21.683744430541992
2005-01-26,21.96084976196289
2005-01-27,21.89849853515625
2005-01-28,21.905437469482422
2005-01-31,22.535846710205078
2005-02-01,22.85453224182129
2005-02-02,22.95844268798828
2005-02-03,22.951507568359375
2005-02-04,23.26325798034668
2005-02-07,23.381032943725586
2005-02-08,23.415672302246094
2005-02-09,23.193981170654297
2005-02-10,22.930728912353516
2005-02-11,23.519588470458984
2005-02-14,23.713565826416016
2005-02-15,23.401811599731445
2005-02-16,23.200908660888672
2005-02-17,23.34640121459961
2005-02-18,23.651216506958008
2005-02-22,23.284038543701172
2005-02-23,23.519588470458984
2005-02-24,23.60289764404297
2005-02-25,23.99858856201172
2005-02-28,23.88058090209961
2005-03-01,24.276262283325195
2005-03-02,24.116600036621094
2005-03-03,23.90140151977539
2005-03-04,24.026350021362305
2005-03-07,24.061067581176758
2005-03-08,23.949996948242188
2005-03-09,23.818086624145508
2005-03-10,23.734783172607422
2005-03-11,23.707021713256836
